State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,1,King County Department of Metro Transit,Full Reporter,Urban,CB,PT,Funds Earned During Period,4798252,11001346,15799598
,1,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,469005,480069,949074
,1,King County Department of Metro Transit,Full Reporter,Urban,DT,PT,Funds Earned During Period,190037,0,190037
,1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Funds Earned During Period,1671089,1710511,3381600
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Funds Earned During Period,21120838,22139891,43260729
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,70088517,71741969,141830486
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,519279,531529,1050808
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Funds Earned During Period,807156,826198,1633354
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Funds Earned During Period,11626859,11901147,23528006
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,3680282,3767103,7447385
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,600245,0,600245
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,190663,0,190663
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,8319188,1581901,9901089
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,478372,0,478372
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,11061723,0,11061723
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,131099,0,131099
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,266504,0,266504
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,8456158,92446,8548604
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,2874591,0,2874591
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,5,City of Everett,Full Reporter,Urban,DR,DO,Funds Earned During Period,183038,0,183038
,5,City of Everett,Full Reporter,Urban,MB,DO,Funds Earned During Period,1421593,258261,1679854
,6,City of Yakima,Full Reporter,Urban,CB,PT,Funds Earned During Period,249416,0,249416
,6,City of Yakima,Full Reporter,Urban,DR,PT,Funds Earned During Period,95450,0,95450
,6,City of Yakima,Full Reporter,Urban,MB,DO,Funds Earned During Period,556432,0,556432
,6,City of Yakima,Full Reporter,Urban,VP,DO,Funds Earned During Period,128259,0,128259
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,305495,66640,372135
,7,Lane Transit District,Full Reporter,Urban,DT,PT,Funds Earned During Period,0,0,0
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,2615516,1660044,4275560
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,34272,0,34272
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Funds Earned During Period,1912828,855822,2768650
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,186564,0,186564
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Funds Earned During Period,1131812,7156353,8288165
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DT,PT,Funds Earned During Period,143181,905319,1048500
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Funds Earned During Period,35109521,10524558,45634079
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Funds Earned During Period,45869969,13750163,59620132
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Funds Earned During Period,0,0,0
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Funds Earned During Period,233262,69923,303185
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,100469,7361,107830
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,660557,177998,838555
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Funds Earned During Period,685839,0,685839
