State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
,1,King County Department of Metro Transit,Full Reporter,Urban,CB,PT,Funds Earned During Period,1684392,2170269,3854661
,1,King County Department of Metro Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,727350,0,727350
,1,King County Department of Metro Transit,Full Reporter,Urban,DR,TX,Funds Earned During Period,82828,0,82828
,1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,Funds Earned During Period,1091633,310512,1402145
,1,King County Department of Metro Transit,Full Reporter,Urban,LR,PT,Funds Earned During Period,8594312,7150961,15745273
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,22811584,17724586,40536170
,1,King County Department of Metro Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,206658,51388,258046
,1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,Funds Earned During Period,159275,228491,387766
,1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,Funds Earned During Period,4320604,3357106,7677710
,1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,744219,3338719,4082938
,2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,374320,0,374320
,2,Spokane Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,101343,0,101343
,2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,5097169,430972,5528141
,2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,197371,0,197371
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,3923988,0,3923988
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,38131,0,38131
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,166530,0,166530
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,4423976,38173,4462149
,3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,1321152,0,1321152
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,4,Confederated Tribes of the Colville Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,5,City of Everett,Full Reporter,Urban,DR,DO,Funds Earned During Period,92388,0,92388
,5,City of Everett,Full Reporter,Urban,MB,DO,Funds Earned During Period,571997,66121,638118
,6,City of Yakima,Full Reporter,Urban,CB,PT,Funds Earned During Period,155218,0,155218
,6,City of Yakima,Full Reporter,Urban,DR,PT,Funds Earned During Period,78311,0,78311
,6,City of Yakima,Full Reporter,Urban,MB,DO,Funds Earned During Period,266417,0,266417
,6,City of Yakima,Full Reporter,Urban,VP,DO,Funds Earned During Period,17591,0,17591
,7,Lane Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,104744,0,104744
,7,Lane Transit District,Full Reporter,Urban,DR,TX,Funds Earned During Period,0,8762361,8762361
,7,Lane Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,293648,112386,406034
,7,Lane Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,15522,0,15522
,7,Lane Transit District,Full Reporter,Urban,RB,DO,Funds Earned During Period,276379,92967,369346
,7,Lane Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,34916,0,34916
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,PT,Funds Earned During Period,932653,139627,1072280
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,DR,TX,Funds Earned During Period,88666,13274,101940
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,LR,DO,Funds Earned During Period,11012354,4014804,15027158
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,MB,DO,Funds Earned During Period,17050869,6216282,23267151
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,SR,PT,Funds Earned During Period,618639,0,618639
,8,Tri-County Metropolitan Transportation District of Oregon,Full Reporter,Urban,YR,PT,Funds Earned During Period,44018,16048,60066
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,9,Kalispel Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,10,Klamath Tribes,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,11,Valley Regional Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,57962,4363,62325
,11,Valley Regional Transit,Full Reporter,Urban,MB,PT,Funds Earned During Period,388095,103165,491260
,12,Municipality of Anchorage,Full Reporter,Urban,DR,PT,Funds Earned During Period,201279,160820,362099
,12,Municipality of Anchorage,Full Reporter,Urban,MB,DO,Funds Earned During Period,2301007,0,2301007
,12,Municipality of Anchorage,Full Reporter,Urban,VP,PT,Funds Earned During Period,1093247,0,1093247
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,14,Sitka Tribe of Alaska,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,5857,1965,7822
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,15,Snoqualmie Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,16,RiverCities Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,14880,1650,16530
,16,RiverCities Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,57400,31567,88967
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,17,Stillaguamish Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,18,Ben Franklin Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,19828,18137,37965
,18,Ben Franklin Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,6251,0,6251
,18,Ben Franklin Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,104354,39299,143653
,18,Ben Franklin Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,531944,17746,549690
,19,Intercity Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,0,0,0
,19,Intercity Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,19,Intercity Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,0,0
,19,Intercity Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,301631,0,301631
,20,Kitsap Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,156148,0,156148
,20,Kitsap Transit,Full Reporter,Urban,DR,TX,Funds Earned During Period,4092,0,4092
,20,Kitsap Transit,Full Reporter,Urban,FB,DO,Funds Earned During Period,2098269,0,2098269
,20,Kitsap Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,1889919,0,1889919
,20,Kitsap Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,134449,0,134449
,21,Whatcom Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,38926,0,38926
,21,Whatcom Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,399826,190806,590632
,21,Whatcom Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,55273,0,55273
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,22,City of Pocatello,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,36446,330630,367076
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,22,City of Pocatello,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,65348,75632,140980
,23,City of Seattle,Full Reporter,Urban,MG,PT,Funds Earned During Period,1775653,0,1775653
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,167678,0,167678
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,2504528,0,2504528
,24,Clark County Public Transportation Benefit Area Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,106945,0,106945
,25,Salem Area Mass Transit District,Full Reporter,Urban,DR,PT,Funds Earned During Period,0,221799,221799
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,MB,PT,Funds Earned During Period,0,0,0
,25,Salem Area Mass Transit District,Full Reporter,Urban,VP,PT,Funds Earned During Period,150891,0,150891
,28,County of Pierce,Full Reporter,Urban,FB,PT,Funds Earned During Period,2912305,0,2912305
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,DO,Funds Earned During Period,195091,641535,836626
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,CB,PT,Funds Earned During Period,1777714,1798269,3575983
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,DR,PT,Funds Earned During Period,216972,6682,223654
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,3008734,697987,3706721
,29,Snohomish County Public Transportation Benefit Area Corporation,Full Reporter,Urban,VP,DO,Funds Earned During Period,618804,1165283,1784087
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,30,Chickaloon Native Village,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,2401,0,2401
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,31,Shoshone-Bannock Tribes ,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,34,Rogue Valley Transportation District,Full Reporter,Urban,DR,PT,Funds Earned During Period,81837,0,81837
,34,Rogue Valley Transportation District,Full Reporter,Urban,MB,DO,Funds Earned During Period,676054,0,676054
,35,Washington State Ferries,Full Reporter,Urban,FB,DO,Funds Earned During Period,50180520,0,50180520
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,36,Makah Tribal Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,132,0,132
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,3803142,3944614,7747756
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CB,PT,Funds Earned During Period,1156487,1120550,2277037
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,CR,PT,Funds Earned During Period,971569,1855918,2827487
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,LR,DO,Funds Earned During Period,8594312,7150961,15745273
,40,Central Puget Sound Regional Transit Authority,Full Reporter,Urban,SR,DO,Funds Earned During Period,0,0,0
,41,Alaska Railroad Corporation,Full Reporter,Urban,AR,DO,Funds Earned During Period,19157136,0,19157136
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,DR,PT,Funds Earned During Period,0,0,0
,43,Chelan Douglas PTBA ,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,0,0
,44,Skagit Transit,Full Reporter,Urban,CB,DO,Funds Earned During Period,44749,0,44749
,44,Skagit Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,70894,0,70894
,44,Skagit Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,184569,0,184569
,44,Skagit Transit,Full Reporter,Urban,VP,DO,Funds Earned During Period,291568,0,291568
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,20,0,20
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,45,Fairbanks North Star Borough ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,500,0,500
,46,City of Wilsonville,Full Reporter,Urban,DR,DO,Funds Earned During Period,0,0,0
,46,City of Wilsonville,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,0,0
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0,0,0
,47,City of Corvallis,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,5771,0,5771
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,48,City of Lewiston,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,16857,0,16857
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,4805,0,4805
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,10408,0,10408
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0,0,0
,51,Asotin County,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,35058,0,35058
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,53,Coeur d'Alene Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0,0,0
,55,Kootenai County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,0,0,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,CB,DO,Funds Earned During Period,119138,0,119138
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,DO,Funds Earned During Period,0,24962,24962
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,DR,PT,Funds Earned During Period,0,8725,8725
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,DO,Funds Earned During Period,0,0,0
,57,Central Oregon Intergovernmental Council,Full Reporter,Urban,MB,PT,Funds Earned During Period,14880,0,14880
,58,City of Portland,Full Reporter,Urban,SR,PT,Funds Earned During Period,618639,0,618639
,58,City of Portland,Full Reporter,Urban,TR,PT,Funds Earned During Period,0,0,0
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,CB,DO,Funds Expended on Operations,30492,0,30492
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,20006,0,20006
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,59,Josephine County,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,43377,0,43377
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,60,The Tulalip Tribes of Washington,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,61,City of Albany,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,1119,0,1119
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,61,City of Albany,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,76,0,76
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Capital,0,0,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,DR,TX,Funds Expended on Operations,2498,0,2498
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Capital,0,0,0
,63,City of Milton-Freewater,Reduced Reporter,Urban,MB,PT,Funds Expended on Operations,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,15973,0,15973
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,49352,0,49352
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Capital,0,0,0
,64,Valley Transit,Reduced Reporter,Urban,VP,DO,Funds Expended on Operations,39042,0,39042
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Capital,0,0,0
,65,Benton County,Reduced Reporter,Urban,CB,PT,Funds Expended on Operations,12744,0,12744
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Capital,0,0,0
,65,Benton County,Reduced Reporter,Urban,DR,PT,Funds Expended on Operations,25237,0,25237
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,190,190
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,85,Gulkana Village Council,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,9894,1160,11054
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,95,Lummi Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,103,Squaxin Island Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,111,Confederated Tribes and Bands of The Yakama Nation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Capital,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,CB,DO,Funds Expended on Operations,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,119,Confederated Tribes of the Umatilla Indian Reservation,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,127,Cowlitz Indian Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,1160,0,1160
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,135,Nez Perce Tribe,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,13930,4350,18280
,167,Native Village of Crooked Creek,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,167,Native Village of Crooked Creek,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Capital,0,0,0
,199,Seldovia Village Tribe,Reduced Reporter,Tribe,FB,DO,Funds Expended on Operations,364149,0,364149
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Capital,0,0,0
,207,Spokane Tribe of Indians,Reduced Reporter,Tribe,VP,DO,Funds Expended on Operations,15030,0,15030
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,239,Ketchikan Indian Community,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,247,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
,247,Native Village of Noatak,Reduced Reporter,Tribe,DR,DO,Funds Expended on Operations,0,0,0
,271,Nome Eskimo Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Capital,0,0,0
,271,Nome Eskimo Community,Reduced Reporter,Tribe,MB,DO,Funds Expended on Operations,0,0,0
,279,Hydaburg Cooperative Association,Reduced Reporter,Tribe,DR,DO,Funds Expended on Capital,0,0,0
