NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Full Time Operator (Vehicle Operations) Hours Worked,Full Time Non-Operator (Vehicle Operations) Hours Worked,Total Full Time (Vehicle Operations) Hours Worked,Full Time Operator (Vehicle Maintenance) Hours Worked,Full Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Full Time (Vehicle Maintenance) Hours Worked,Full Time Operator (Facility Maintenance) Hours Worked,Full Time Non-Operator (Facility Maintenance) Hours Worked,Total Full Time (Facility Maintenance) Hours Worked,Full Time Operator (General Administration) Hours Worked,Full Time Non-Operator (General Administration) Hours Worked,Total Full Time (General Administration) Hours Worked,Total Full Time Operator (Operating Labor) Hours Worked,Total Full Time Non-Operator (Operating Labor) Hours Worked,Total Full Time (Operating Labor) Hours Worked,Full Time Operator (Capital Labor) Hours Worked,Full Time Non-Operator (Capital Labor) Hours Worked,Total Full Time (Capital Labor) Hours Worked,Total Full Time Operator Hours Worked,Total Full Time Non-Operator Hours Worked,Total Full Time Hours Worked,Full Time Operator (Vehicle Operations) Employee Count,Full Time Non-Operator (Vehicle Operations) Employee Count,Total Full Time (Vehicle Operations) Employee Count,Full Time Operator (Vehicle Maintenance) Employee Count,Full Time Non-Operator (Vehicle Maintenance) Employee Count,Total Full Time (Vehicle Maintenance) Employee Count,Full Time Operator (Facility Maintenance) Employee Count,Full Time Non-Operator (Facility Maintenance) Employee Count,Total Full Time (Facility Maintenance) Employee Count,Full Time Operator (General Administration) Employee Count,Full Time Non-Operator (General Administration) Employee Count,Total Full Time (General Administration) Employee Count,Total Full Time Operator (Operations) Employee Count,Total Full Time Non-Operator (Operations) Employee Count,Total Full Time (Operations) Employee Count,Full Time Operator (Capital Labor) Employee Count,Full Time Non-Operator (Capital Labor) Employee Count,Total Full Time (Capital Labor) Employee Count,Total Full Time Operator Employee Count,Total Full Time Non-Operator Employee Count,Total Full Time Employee Count,Part Time Operator (Vehicle Operations) Hours Worked,Part Time Non-Operator (Vehicle Operations) Hours Worked,Total Part Time (Vehicle Operations) Hours Worked,Part Time Operator (Vehicle Maintenance) Hours Worked,Part Time Non-Operator (Vehicle Maintenance) Hours Worked,Total Part Time (Vehicle Maintenance) Hours Worked,Part Time Operator (Facility Maintenance) Hours Worked,Part Time Non-Operator (Facility Maintenance) Hours Worked,Total Part Time (Facility Maintenance) Hours Worked,Part Time Operator (General Administration) Hours Worked,Part Time Non-Operator (General Administration) Hours Worked,Total Part Time (General Administration) Hours Worked,Total Part Time Operator (Operating Labor) Hours Worked,Total Part Time Non-Operator (Operating Labor) Hours Worked,Total Part Time (Operating Labor) Hours Worked,Part Time Operator (Capital Labor) Hours Worked,Part Time Non-Operator (Capital Labor) Hours Worked,Total Part Time (Capital Labor) Hours Worked,Total Part Time Operator Hours Worked,Total Part Time Non-Operator Hours Worked,Total Part Time Hours Worked,Part Time Operator (Vehicle Operations) Employee Count,Part Time Non-Operator (Vehicle Operations) Employee Count,Total Part Time (Vehicle Operations) Employee Count,Part Time Operator (Vehicle Maintenance) Employee Count,Part Time Non-Operator (Vehicle Maintenance) Employee Count,Total Part Time (Vehicle Maintenance) Employee Count,Part Time Operator (Facility Maintenance) Employee Count,Part Time Non-Operator (Facility Maintenance) Employee Count,Total Part Time (Facility Maintenance) Employee Count,Part Time Operator (General Administration) Employee Count,Part Time Non-Operator (General Administration) Employee Count,Total Part Time (General Administration) Employee Count,Total Part Time Operator (Operations) Employee Count,Total Part Time Non-Operator (Operations) Employee Count,Total Part Time (Operations) Employee Count,Part Time Operator (Capital Labor) Employee Count,Part Time Non-Operator (Capital Labor) Employee Count,Total Part Time (Capital Labor) Employee Count,Total Part Time Operator Employee Count,Total Part Time Non-Operator Employee Count,Total Part Time Employee Count
1,King County Department of Metro Transit,Full Reporter,Urban,FB,DO,21994,4414,26408,0,8792,8792,0,184,184,0,16669,16669,21994,30059,52053,0,77,77,21994,30136,52130,19,3.05,22.05,0,4,4,0,0.11,0.11,0,10.93,10.93,19,18.09,37.09,0,0.04,0.04,19,18.13,37.13,554,581,1135,0,63,63,0,0,0,0,2,2,554,646,1200,0,0,0,554,646,1200,5,1,6,0,2,2,0,0,0,0,0,0,5,3,8,0,0,0,5,3,8
1,King County Department of Metro Transit,Full Reporter,Urban,MB,DO,3347661,444216,3791877,0,1143482,1143482,0,379611,379611,0,363408,363408,3347661,2330717,5678378,0,194807,194807,3347661,2525524,5873185,1628.2,246.5,1874.7,0,627.47,627.47,0,223.9,223.9,0,219.97,219.97,1628.2,1317.84,2946.04,0,108.23,108.23,1628.2,1426.07,3054.27,368247,1082,369329,0,643,643,0,1491,1491,0,6462,6462,368247,9678,377925,0,1965,1965,368247,11643,379890,485.42,1.65,487.07,0,4.16,4.16,0,1.03,1.03,0,7.94,7.94,485.42,14.78,500.2,0,1.45,1.45,485.42,16.23,501.65
1,King County Department of Metro Transit,Full Reporter,Urban,SR,DO,66350,20215,86565,0,22090,22090,0,10222,10222,0,11926,11926,66350,64453,130803,0,34,34,66350,64487,130837,34,10.34,44.34,0,11,11,0,5.99,5.99,0,6.02,6.02,34,33.35,67.35,0,0.02,0.02,34,33.37,67.37,0,0,0,0,0,0,0,0,0,0,753,753,0,753,753,0,0,0,0,753,753,0,0,0,0,0,0,0,0,0,0,1.24,1.24,0,1.24,1.24,0,0,0,0,1.24,1.24
1,King County Department of Metro Transit,Full Reporter,Urban,TB,DO,447575,59390,506965,0,97225,97225,0,114847,114847,0,47259,47259,447575,318721,766296,0,31559,31559,447575,350280,797855,217.69,32.96,250.65,0,53.35,53.35,0,66.36,66.36,0,28.49,28.49,217.69,181.16,398.85,0,17.53,17.53,217.69,198.69,416.38,49234,145,49379,0,55,55,0,199,199,0,862,862,49234,1261,50495,0,263,263,49234,1524,50758,64.9,0.22,65.12,0,0.35,0.35,0,0.14,0.14,0,1.06,1.06,64.9,1.77,66.67,0,0.19,0.19,64.9,1.96,66.86
1,King County Department of Metro Transit,Full Reporter,Urban,VP,DO,0,0,0,0,0,0,0,716,716,0,75735,75735,0,76451,76451,0,1800,1800,0,78251,78251,0,0,0,0,0,0,0,0.42,0.42,0,45.48,45.48,0,45.9,45.9,0,1,1,0,46.9,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Spokane Transit Authority,Full Reporter,Urban,DR,DO,82091,44699,126790,0,23021,23021,0,0,0,0,18825,18825,82091,86545,168636,0,1806,1806,82091,88351,170442,50,26,76,0,11,11,0,0,0,0,9.79,9.79,50,46.79,96.79,0,1.01,1.01,50,47.8,97.8,1357,0,1357,0,0,0,0,0,0,0,215,215,1357,215,1572,0,0,0,1357,215,1572,1,0,1,0,0,0,0,0,0,0,0.19,0.19,1,0.19,1.19,0,0,0,1,0.19,1.19
2,Spokane Transit Authority,Full Reporter,Urban,MB,DO,533504,75516,609020,0,134227,134227,0,49242,49242,0,126973,126973,533504,385958,919462,0,7485,7485,533504,393443,926947,270,46,316,0,76,76,0,29,29,0,66.56,66.56,270,217.56,487.56,0,4.19,4.19,270,221.75,491.75,25225,0,25225,0,0,0,0,0,0,0,891,891,25225,891,26116,0,0,0,25225,891,26116,18,0,18,0,0,0,0,0,0,0,0.8,0.8,18,0.8,18.8,0,0,0,18,0.8,18.8
2,Spokane Transit Authority,Full Reporter,Urban,VP,DO,0,0,0,0,0,0,0,0,0,0,4477,4477,0,4477,4477,0,75,75,0,4552,4552,0,0,0,0,0,0,0,0,0,0,2.41,2.41,0,2.41,2.41,0,0.04,0.04,0,2.45,2.45,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,DR,DO,25573,4111,29684,0,1148,1148,0,911,911,0,5628,5628,25573,11798,37371,0,0,0,25573,11798,37371,15,2.49,17.49,0,0.69,0.69,0,0.52,0.52,0,4.94,4.94,15,8.64,23.64,0,0,0,15,8.64,23.64,0,0,0,0,0,0,0,0,0,0,125,125,0,125,125,0,0,0,0,125,125,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0,0.27,0.27,0,0,0,0,0.27,0.27
3,Pierce County Transportation Benefit Area Authority,Full Reporter,Urban,MB,DO,486418,104999,591417,0,83605,83605,0,30887,30887,0,107241,107241,486418,326732,813150,0,0,0,486418,326732,813150,247.76,62.34,310.1,0,47.13,47.13,0,20.7,20.7,0,72.16,72.16,247.76,202.33,450.09,0,0,0,247.76,202.33,450.09,59207,0,59207,0,0,0,0,0,0,0,1442,1442,59207,1442,60649,0,0,0,59207,1442,60649,12.54,0,12.54,0,0,0,0,0,0,0,2.63,2.63,12.54,2.63,15.17,0,0,0,12.54,2.63,15.17
